シンボル,詳細,価格,価格 - 通貨,価格変動 % 1日,出来高 1日,相対ボリューム 1日,時価総額,時価総額 - 通貨,PER (株価収益率),"希薄化EPS, 直近12ヶ月","希薄化EPS, 直近12ヶ月 - 通貨","希薄化EPS成長率 %, 直近12ヶ月前年比","配当利回り %, 直近12ヶ月",セクター,アナリストの評価
RDVT,"Red Violet, Inc.",42.09,USD,1.863504356243957,84941,0.5158089889619147,592973641.8528558,USD,54.64814333939237,0.7702,USD,115.6215005599104,0,テクノロジーサービス,強い買い
SNGX,"Soligenix, Inc.",1.12,USD,0,45591,0.23786195022695258,11296466,USD,,-3.6581,USD,53.13012505125051,0,ヘルスケアテクノロジー,強い買い
LTRX,"Lantronix, Inc.",6.22,USD,-1.5822784810126667,800316,0.33659478452960045,246884421.08860758,USD,,-0.2366,USD,-84.2679127725857,0,電子テクノロジー,強い買い
ARQ,"Arq, Inc.",3.85,USD,2.393617021276604,304423,1.0441969980575423,164371445.37234044,USD,,-0.0948,USD,-1358.4615384615383,0,素材産業,強い買い
RPID,"Rapid Micro Biosystems, Inc. Class A",4.08,USD,8.800000000000002,306371,1.1658449675176417,180836035.008,USD,,-0.9984,USD,10.433300439580162,0,生産財製造,強い買い
CBIO,"Crescent Biopharma, Inc.",9.45,USD,0,219722,0.8761082836376743,260411456,USD,,-21.9702,USD,64.36128278748357,0,ヘルスケアテクノロジー,強い買い
BLTE,"Belite Bio, Inc. ADR",176.91,USD,-3.3331511939238263,110155,0.4085742167433273,6385400071,USD,,-1.9198,USD,-73.26714801444041,0,ヘルスケアテクノロジー,強い買い
CSAI,"Cloudastructure, Inc. Class A",0.6377,USD,3.539535638902426,223153,0.5971947877892904,15601185.026952427,USD,,-0.463,USD,41.89257028112449,0,テクノロジーサービス,強い買い
RYAM,Rayonier Advanced Materials Inc,8.14,USD,1.2437810945273808,555091,0.7505922960207686,545425519.2039802,USD,,-6.2226,USD,-383.6844150796735,0,素材産業,強い買い
AVO,"Mission Produce, Inc.",13.71,USD,0.4395604395604432,409185,0.5775522123798874,971206386.1758244,USD,25.867924528301888,0.53,USD,2.5740274820979248,0,素材産業,強い買い
ACXP,"Acurx Pharmaceuticals, Inc.",2.06,USD,-3.738317757009349,15090,0.33670935221940346,5246236.654205607,USD,,-8.5247,USD,61.10249226585386,0,ヘルスケアテクノロジー,強い買い
NAKA,Nakamoto Inc.,0.2829,USD,-4.907563025210085,3973222,0.726869090745441,124433819.60999997,USD,,-1.1161,USD,-126.02268124746863,0,ヘルスケアサービス,強い買い
ACTU,"Actuate Therapeutics, Inc.",4.27,USD,0.47058823529410765,20939,0.31085675262399975,99249010.55999999,USD,,-1.2096,USD,17.970975179709747,0,ヘルスケアテクノロジー,強い買い
OXLC,Oxford Lane Capital Corp,10.34,USD,-5.8287795992714075,3460731,1.2326230626350119,1060453890,USD,203.1434184675835,0.0509,USD,-98.74320987654322,49.1803278688525,金融,強い買い
SVCO,"Silvaco Group, Inc.",3.73,USD,-1.8421052631578907,83716,0.4767909275541598,114283012.58421052,USD,,-1.0223,USD,40.27923822876504,0,テクノロジーサービス,強い買い
AIRJ,AirJoule Technologies Corporation Class A,3.32,USD,4.40251572327043,567265,0.9964809212106136,221887414.18867925,USD,,-0.0199,USD,-100.39510781082477,0,生産財製造,強い買い
ATLX,Atlas Lithium Corporation,4.69,USD,-3.8934426229508095,254455,0.4063250367154443,124539814.0430328,USD,,-1.9172,USD,46.31947361052779,0,非エネルギー鉱物,強い買い
MRAM,"Everspin Technologies, Inc.",11.42,USD,0.8833922261484068,682300,0.5365681453733994,261021382.33392224,USD,,-0.025,USD,-135.1617440225035,0,電子テクノロジー,強い買い
BWEN,"Broadwind, Inc.",2.38,USD,-0.8333333333333341,184245,0.46954022036496434,55218355.208333336,USD,10.8329540282203,0.2197,USD,52.56944444444446,0,生産財製造,強い買い
WYFI,"WhiteFiber, Inc.",19.33,USD,-2.6196473551637434,528487,0.39533388319881674,739565560.4443324,USD,,-0.227,USD,,0,テクノロジーサービス,強い買い
FBIO,"Fortress Biotech, Inc.",3.75,USD,2.459016393442619,461085,0.7696553948238615,116392267.41803278,USD,,-0.2677,USD,91.82195881957598,0,ヘルスケアテクノロジー,強い買い
UAMY,United States Antimony Corporation,8.15,USD,-0.9720534629404625,16414009,0.9803263235420902,1141290190.5042524,USD,,-0.041,USD,0,0,非エネルギー鉱物,強い買い
IMSR,Terrestrial Energy Inc.,7.8,USD,-4.993909866017064,1576359,0.56386601516819,637817105.2618757,USD,39.979497693490515,0.1951,USD,,0,金融,強い買い
BRTX,"BioRestorative Therapies, Inc.",0.6388,USD,-38.870813397129176,771803,24.70963569596829,5670143.456842105,USD,,-1.5126,USD,-111.6708648194794,0,ヘルスケアテクノロジー,強い買い
IDAI,"T Stamp, Inc. Class A",3.31,USD,-1.4880952380952328,58249,0.5699276546365022,17363037.467261907,USD,,-46.8581,USD,-261.65708331725386,0,テクノロジーサービス,強い買い
ALMU,"Aeluma, Inc.",16.63,USD,11.610738255033548,690023,1.9038431241410572,296976245.2832215,USD,,-0.2732,USD,12.687759667625443,0,商業サービス,強い買い
AURX,Nuo Therapeutics Inc,1.59,USD,-4.790419161676638,350,0.07453627787124391,76443616.13056381,USD,,-0.0518,USD,7.664884135472367,0,ヘルスケアテクノロジー,強い買い
RITM,Rithm Capital Corp.,10.67,USD,0.18779342723004294,8787988,0.6857024523259413,5902194817,USD,10.275423728813559,1.0384,USD,-37.745803357314145,9.38967136150235,金融,強い買い
CGEN,Compugen Ltd.,1.76,USD,2.9239766081871372,329592,1.3189942584739234,164622241.21637428,USD,,-0.2992,USD,-1658.3333333333335,0,ヘルスケアテクノロジー,強い買い
NUTX,Nutex Health Inc,101.38,USD,-3.1154434250764576,162335,0.6385475251489426,716950850.629396,USD,5.259171646746347,19.2768,USD,,0,ヘルスケアサービス,強い買い
AMPG,"AmpliTech Group, Inc.",3,USD,-3.2258064516129057,515579,0.5135624457007116,75543895.16129032,USD,,-0.5113,USD,37.19444785652869,0,電子テクノロジー,強い買い
FKWL,Franklin Wireless Corp.,4.15,USD,1.466992665036687,8109,1.3309151785714286,48904762.81173594,USD,,-0.0102,USD,96.23477297895903,0,電子テクノロジー,強い買い
VITL,"Vital Farms, Inc.",26.15,USD,0.11485451761101678,1513832,1.1022780732924427,1170853758.6696017,USD,19.82111725915258,1.3193,USD,17.271111111111104,0,素材産業,強い買い
TVGN,Tevogen Bio Holdings Inc.,0.2504,USD,-3.692307692307691,481517,0.5080165129606105,50461176.21538462,USD,,-0.1776,USD,54.43817342226782,0,ヘルスケアテクノロジー,強い買い
DSP,"Viant Technology, Inc. Class A",10.41,USD,0.0961538461538441,183443,0.8373139022233825,649933817.039423,USD,394.3181818181818,0.0264,USD,42.70270270270271,0,テクノロジーサービス,強い買い
BLFS,"BioLife Solutions, Inc.",22.65,USD,0.08837825894829683,251568,0.5212605417945205,1090553255.9323907,USD,,-0.0687,USD,91.59530217763641,0,ヘルスケアテクノロジー,強い買い
CNTB,Connect Biopharma Holdings Ltd.,2.65,USD,-2.5735294117647163,69118,1.0055721248272351,148144306.17647055,USD,,,,,0,ヘルスケアテクノロジー,強い買い
DNOW,DNOW Inc.,16.36,USD,-3.023117960877306,2365973,1.0200688989817173,3037422274.7978663,USD,18.701417466849563,0.8748,USD,-53.61611876988335,0,流通サービス,強い買い
MYD,"BlackRock MuniYield Fund, Inc.",10.73,USD,0,52789,0.3494148398545655,490720455,USD,,-0.6711,USD,-228.26834862385326,6.00186393289842,その他,強い買い
OUST,"Ouster, Inc.",20.06,USD,-4.748338081671415,1896138,1.034712853701705,1203704653.0009496,USD,,-1.6479,USD,35.804440981690696,0,電子テクノロジー,強い買い
ADAG,"Adagene, Inc. Sponsored ADR",2.98,USD,11.61048689138577,153374,0.8986987753006962,125840493,USD,,-0.6447,USD,11.527377521613829,0,ヘルスケアテクノロジー,強い買い
VRAX,Virax Biolabs Group Ltd. Class A,0.2317,USD,0.5642361111111092,200583,1.4073876573008284,1720009.4631076388,USD,,-1.2522,USD,47.24913640576291,0,金融,強い買い
TPST,"Tempest Therapeutics, Inc.",2.42,USD,5.2173913043478315,174998,0.8868345624156231,32624190.452173915,USD,,-10.103,USD,49.43468751407651,0,ヘルスケアテクノロジー,強い買い
CHMI,Cherry Hill Mortgage Investment Corp.,2.62,USD,2.343750000000002,166416,0.8309034407279292,94053221,USD,136.45833333333334,0.0192,USD,,19.53125,金融,強い買い
BHRB,Burke Herbert Financial Services Corp,69.62,USD,0.04310964218997146,62703,0.7462688343529076,1046285813.7082913,USD,9.020354750521502,7.7181,USD,220.6522642293311,3.16137376059779,金融,強い買い
NXXT,"NextNRG, Inc.",0.9001,USD,-0.40938260677141364,883116,0.4434889286207687,120979149.53009515,USD,,-2.4505,USD,63.1764016409455,0,テクノロジーサービス,強い買い
AKTS,"Aktis Oncology, Inc.",17.8,USD,-6.315789473684206,430371,1.590674559467295,934896548.4000001,USD,,,,,0,ヘルスケアテクノロジー,強い買い
LINC,Lincoln Educational Services Corporation,26.91,USD,1.6622591613147009,256025,1.1387619397093327,850996289.2406498,USD,59.40397350993377,0.453,USD,42.363293526084234,0,商業サービス,強い買い
LUCD,Lucid Diagnostics Inc.,1.21,USD,-1.6260162601626031,582489,0.6187455067074342,158629514.5528455,USD,,-0.897,USD,20.759717314487624,0,ヘルスケアテクノロジー,強い買い
PMN,ProMIS Neurosciences Inc.,14.29,USD,9.501915708812248,45630,0.05234094083615427,30757752.199233714,USD,,-18.6387,USD,-272.99779867920756,0,ヘルスケアテクノロジー,強い買い
IRMD,IRadimed Corp.,105.15,USD,9.565489215379813,132135,1.9337715973317802,1337629582.6320724,USD,60.12006861063465,1.749,USD,16.174028561939558,0.708554756694801,ヘルスケアテクノロジー,強い買い
SATL,Satellogic Inc. Class A,3.32,USD,-4.8710601719197815,4542540,0.2955007071463184,474317545.7879656,USD,,,,,0,電子テクノロジー,強い買い
IMUX,"Immunic, Inc.",0.7947,USD,11.302521008403362,5389544,3.4361943229649454,95590272.46008405,USD,,-0.8654,USD,30.15898636106853,0,ヘルスケアテクノロジー,強い買い
CTO,CTO Realty Growth Inc,18.62,USD,1.3057671381936997,246278,0.909626801779674,595002692,USD,,-1.2889,USD,-444.16555407209614,8.26985854189336,金融,強い買い
NX,Quanex Building Products Corporation,22.11,USD,2.9809035863996303,476224,0.7860814149148543,1009868212.2296227,USD,,-5.4875,USD,-588.5159797026618,1.49045179319981,生産財製造,強い買い
MQY,BlackRock MuniYield Quality Fund Inc,11.73,USD,0.2564102564102661,182936,0.6233996367341514,840453120,USD,,-0.7511,USD,-226.9178776613721,5.94871794871795,その他,強い買い
CSTM,Constellium SE Class A,24.64,USD,-0.24291497975707987,1102155,0.6979485162479131,3395436169.444535,USD,30.662020905923345,0.8036,USD,12.281682269107165,0,非エネルギー鉱物,強い買い
DFLI,Dragonfly Energy Holdings Corp,2.7,USD,-4.929577464788721,226411,0.3814824861879384,32612522.32394367,USD,,-30.9078,USD,24.63074728409963,0,生産財製造,強い買い
BRNS,Barinthus Biotherapeutics plc Sponsored ADR,0.71,USD,0.3533568904593564,28979,1.403613290710065,28885288,USD,,-1.8859,USD,-26.29922314492364,0,ヘルスケアテクノロジー,強い買い
CXAI,CXApp Inc. Class A,0.2331,USD,-1.6455696202531591,1747851,0.1819700244625833,8511042.60379747,USD,,-0.5996,USD,83.06023279466605,0,テクノロジーサービス,強い買い
GORO,Gold Resource Corporation,1.69,USD,0.5952380952380958,4963619,0.6140069749322183,273541432.35714287,USD,,-0.3434,USD,30.919332126332733,0,非エネルギー鉱物,強い買い
MSS,Maison Solutions Inc. Class A,0.27,USD,3.4482758620689684,90642,0.3872414780130815,6606805.862068966,USD,,-0.2451,USD,-70.92050209205021,0,小売業,強い買い
CBFV,"CB Financial Services, Inc.",37.26,USD,-0.24096385542169588,3958,0.6593919200333195,186705487.56144574,USD,44.516129032258064,0.837,USD,-64.95561882431753,2.73092369477912,金融,強い買い
SNYR,Synergy CHC Corp.,1.76,USD,1.7341040462427761,7495,0.16938580413622295,19803261.59537572,USD,6.029462144570059,0.2919,USD,-85.151838852434,0,ヘルスケアテクノロジー,強い買い
SXI,Standex International Corporation,260.56,USD,0.5634890003859434,90063,0.5197316598138931,3157657250.186954,USD,58.31953086530283,4.4678,USD,-2.462559490023122,0.501736781165573,電子テクノロジー,強い買い
NAVN,"Navan, Inc. Class A",11.19,USD,2.7548209366391085,1401601,0.6669979446141787,2782327194.369146,USD,,-1.497,USD,-68.69506423258962,0,テクノロジーサービス,強い買い
USEA,United Maritime Corp.,1.82,USD,0,48836,0.9739481435833617,16691770.000000004,USD,,-0.4962,USD,-83.43807763401107,7.69230769230769,交通・輸送,強い買い
PHIO,Phio Pharmaceuticals Corp.,1.12,USD,24.444444444444454,162687678,736.4445818561077,12056159.111111112,USD,,-2.2377,USD,83.94935982498296,0,ヘルスケアテクノロジー,強い買い
SY,"So-Young International, Inc. Sponsored ADR Class A",3.71,USD,8.797653958944277,1791646,2.5113756114627703,339765568,USD,,-1.0069,USD,-2189.0041493775934,0,テクノロジーサービス,強い買い
LAES,SEALSQ Corp.,4.06,USD,2.525252525252516,6656981,0.8598754490688777,750694011.2777778,USD,,-0.4809,USD,16.42335766423358,0,電子テクノロジー,強い買い
BVS,"Bioventus, Inc. Class A",8.07,USD,-5.281690140845063,286508,1.031625551625206,667899185.96831,USD,71.86108637577917,0.1123,USD,,0,ヘルスケアテクノロジー,強い買い
VINP,Vinci Compass Investments Ltd. Class A,12.27,USD,-0.6477732793522273,47755,0.9886365283134487,776012030.8566802,USD,26.217948717948715,0.468,USD,-26.438226972650103,0.0048582995951417,金融,強い買い
BRCC,BRC Inc Class A,0.7645,USD,-6.574605890260305,877085,0.9532763770574156,190006311.25137478,USD,,-0.1406,USD,-85.4881266490765,0,非耐久消費財,強い買い
OWLT,"Owlet, Inc. Class A",11.69,USD,4.188948306595355,216448,0.8557367508824311,322417319.23083776,USD,,-2.6724,USD,-11.890805560207681,0,耐久消費財,強い買い
KOP,Koppers Holdings Inc.,33.2,USD,2.1538461538461626,154975,1.078897536932095,651182341.1569232,USD,41.37587238285145,0.8024,USD,-77.19806763285024,0.984615384615385,素材産業,強い買い
APRE,"Aprea Therapeutics, Inc.",0.64,USD,-3.030303030303033,135404,0.011221729732126411,4476056.242424242,USD,,-2.1411,USD,23.866586068342645,0,ヘルスケアテクノロジー,強い買い
NTIC,Northern Technologies International Corporation,8.59,USD,-1.82857142857143,2965,0.6548868028713418,81536284.90857142,USD,,-0.0337,USD,-106.53480705836726,0.457142857142857,素材産業,強い買い
TPC,Tutor Perini Corporation,86,USD,2.295705959319623,668958,0.8445936050275792,4535919310.241466,USD,,-0.5428,USD,78.4833709913981,0.0713690971809207,産業サービス,強い買い
PAPL,"Pineapple Financial, Inc.",0.682,USD,-2.5575082154593396,168248,0.3367260512382059,17724259.16845264,USD,,-8.3439,USD,19.171752397558855,0,金融,強い買い
NAUT,"Nautilus Biotechnolgy, Inc.",2.12,USD,-1.8518518518518534,121936,0.7451401445963957,267766869.9074074,USD,,-0.4982,USD,11.14678080970216,0,ヘルスケアテクノロジー,強い買い
ABEO,"Abeona Therapeutics, Inc.",5.12,USD,-0.19493177387913815,784592,0.6670374546284931,277459771.3840156,USD,4.393718355788209,1.1653,USD,,0,ヘルスケアテクノロジー,強い買い
SPCB,SuperCom Ltd.,8.59,USD,1.5966883500887024,54253,0.5611088759930044,38210895.47604968,USD,,,,,0,電子テクノロジー,強い買い
NDRA,ENDRA Life Sciences Inc.,3.73,USD,-1.8421052631578907,6629,0.2353730675548044,4350825.12631579,USD,,-13.3923,USD,98.85750393747944,0,ヘルスケアテクノロジー,強い買い
LE,"Lands' End, Inc.",18.36,USD,-1.290322580645172,157469,0.5061973973438532,560917643.2258064,USD,49.40796555435953,0.3716,USD,,0,小売業,強い買い
DAIO,Data I/O Corporation,3.05,USD,-0.9740259740259821,22721,1.906380051013559,28645361.3474026,USD,,-0.3942,USD,-102.77777777777779,0,生産財製造,強い買い
CLMB,"Climb Global Solutions, Inc.",117.35,USD,-2.35480113163589,49622,0.8957201393526959,541387861.4623897,USD,25.264268337316196,4.6449,USD,25.860994445197115,0.565817939757031,流通サービス,強い買い
LIQT,"LiqTech International, Inc.",1.54,USD,-4.347826086956525,12221,1.8088035048250548,14825679.47826087,USD,,-1.0034,USD,44.986018970338286,0,生産財製造,強い買い
PSIX,"Power Solutions International, Inc.",83.52,USD,-3.366886497743851,320218,0.6841247540963994,1924378463.0669904,USD,15.885575167376748,5.2576,USD,122.46858206744804,0,生産財製造,強い買い
RDZN,"Roadzen, Inc.",1.56,USD,1.960784313725492,101886,0.6942298100587894,124325244.07843137,USD,,-0.1202,USD,93.89568838555685,0,テクノロジーサービス,強い買い
PASG,"Passage Bio, Inc.",9.32,USD,4.719101123595505,72636,1.3889266012065828,29081146.782022472,USD,,-14.4608,USD,38.42380473846468,0,ヘルスケアテクノロジー,強い買い
PED,PEDEVCO Corp.,0.615,USD,1.9562334217506687,91798,0.7383854584765762,58744401.35112732,USD,13.398692810457515,0.0459,USD,82.14285714285715,0,産業サービス,強い買い
DCO,Ducommun Incorporated,121.17,USD,-1.0695623775310272,118568,0.6450637131531672,1811013121.8688767,USD,,-2.3365,USD,-217.4356654603941,0,電子テクノロジー,強い買い
PFS,"Provident Financial Services, Inc.",23.4,USD,-1.0570824524312896,882969,0.7125481471080263,3056563536.6596193,USD,10.489040297637723,2.2309,USD,113.6058981233244,4.05919661733615,金融,強い買い
ICCM,IceCure Medical Ltd.,0.602,USD,1.8440196244290343,93883,0.3871626765331985,41353217.26611403,USD,,-0.2554,USD,8.980755523877406,0,ヘルスケアテクノロジー,強い買い
CNVS,Cineverse Corp. Class A,1.83,USD,-4.188481675392662,35753,0.39808135320715304,35045234.874345556,USD,,-0.0863,USD,94.6304131408661,0,消費者サービス,強い買い
SJ,Scienjoy Holding Corporation Class A,1.32,USD,2.325581395348839,30516,0.2115821024671405,55885855.06976744,USD,25.04743833017078,0.0527,USD,-66.60329531051966,0,テクノロジーサービス,強い買い
GVH,Globavend Holdings Ltd.,0.9438,USD,-3.733170134638931,25384,0.48744704793434135,1997799.5281517745,USD,,,,,0,交通・輸送,強い買い
FTEK,"Fuel Tech, Inc.",1.35,USD,-3.5714285714285587,75017,0.4144001811899429,41950491.10714286,USD,,-0.098,USD,-394.9494949494949,0,素材産業,強い買い
NEPH,"Nephros, Inc.",3.89,USD,-3.233830845771131,55331,1.455274716603982,41337794.296019904,USD,28.167994207096307,0.1381,USD,,0,ヘルスケアテクノロジー,強い買い
PLAB,"Photronics, Inc.",37.56,USD,0.05327650506127631,792477,0.743871540873478,2218467933.8295155,USD,16.406761892281484,2.2893,USD,9.300549057054184,0,電子テクノロジー,強い買い
GDYN,"Grid Dynamics Holdings, Inc. Class A",6.94,USD,-1.2802275960170675,965865,0.7046036160117655,588548149.2062589,USD,42.86596664607783,0.1619,USD,458.27586206896547,0,テクノロジーサービス,強い買い
CTRN,"Citi Trends, Inc.",45.445,USD,1.2363555357540648,71182,0.8712596435010482,379250320.04778343,USD,,-1.9957,USD,34.69568062827225,0,小売業,強い買い
