シンボル,詳細,テクニカルの評価 1日,移動平均線の評価 1日,オシレーターの評価 1日,RSI (相対力指数) (14) 1日,MOM (モメンタム) (10) 1日,AO (オーサム・オシレーター) 1日,CCI (商品チャネル指数) (20) 1日,"STOCH (ストキャスティクス) (14,3,3) 1日, %K","STOCH (ストキャスティクス) (14,3,3) 1日, %D",ローソク足パターン 1日
8381,山陰合同銀行,強い買い,強い買い,中立,74.99175591550664,197,117.11176470588248,249.72314507198453,97.74327448507778,96.53762553183519,
4718,早稲田アカデミー,売り,強い売り,中立,36.53503269652214,-70,-185.4000000000001,-65.64494162845621,28.273564300754632,19.150339889760435,
4074,ラキール,買い,買い,買い,55.22728344487658,29,15.005882352941171,118.68056153647342,77.68184196755625,78.24528315599743,陽の丸坊主
9990,サックスバー　ホールディングス,強い買い,強い買い,中立,61.31969510038873,7,17.802941176469062,12.987012987026768,56.04938271604939,57.794238683127624,
5461,中部鋼鈑,強い買い,強い買い,買い,69.03994618230614,267,87.07352941176487,170.90563566084595,88.48664590769852,80.41081596857636,
3463,いちごホテルリート投資法人,売り,強い売り,中立,44.296842919630315,-4400,-4616.470588235301,-46.668613896731095,34.803128371089535,26.380082119095892,包み線 (強気)
2933,紀文食品,買い,強い買い,中立,66.58229595810177,26,21.65294117647045,184.55598455598013,86.5628166160081,82.11330631543397,
7425,初穂商事,買い,強い買い,売り,60.48581295766836,-22,78.55000000000018,65.28718095419839,56.435307987032104,51.27884453193496,
9686,東洋テック,買い,強い買い,買い,62.13380111807172,71,97.09117647058838,77.41378349768495,69.69387755102038,75.82169709989256,
9423,フォーバル・リアルストレート,買い,強い買い,中立,55.710710408241006,0,1.1294117647064752,3.472222222223491,66.66666666666664,64.99999999999996,陽の丸坊主
4047,関東電化工業,強い買い,強い買い,中立,73.3908113415881,40,121.40588235294126,172.60244746186336,86.76422857911062,85.44515823402696,
2975,スター・マイカ・ホールディングス,強い買い,強い買い,買い,72.94473247016364,150,106.18529411764712,141.59030446349144,92.26158670788645,87.57784090691938,
377A,エージェントＩＧホールディングス,売り,強い売り,売り,45.99703474530398,-21,4.897058823529505,-135.2321830685923,36.90476190476189,35.374149659863924,
6777,ＳＡＮＴＥＣ　ＨＯＬＤＩＮＧＳ,強い買い,強い買い,買い,90.31035947046165,7500,4815,163.4271232409763,97.6361724904476,97.17281795495755,
7347,マーキュリアホールディングス,強い買い,強い買い,中立,64.04366385516711,47,7.070588235294167,201.90156599552878,86.83333333333333,72.24074074074075,陽の丸坊主
8039,築地魚市場,買い,強い買い,中立,61.467376655344914,-10,51.79411764705901,29.974160206722107,42.49999999999999,40.73671497584538,
5715,古河機械金属,強い買い,強い買い,買い,81.99164427480443,1415,671.3823529411766,355.9746417345917,95.6094134176326,90.57721578269523,陽の丸坊主
4687,ＴＤＣソフト,売り,強い売り,買い,23.462982826196097,-153,-152.2970588235296,-135.85523972358695,7.977984600983145,5.239475859840456,同時線
4442,バルテス・ホールディングス,売り,売り,中立,49.72794932257231,-5,-3.9205882352936214,-74.00497512437876,24.44444444444444,27.53086419753086,
5930,文化シヤッター,買い,買い,買い,57.74200612293164,64,-2.005882352941171,49.01056085307506,73.3079476490778,61.813375421237794,
4216,旭有機材,売り,売り,中立,42.17216214662764,-390,-382.3676470588234,-88.44898146870854,18.89483065953654,14.43850267379679,
3469,デュアルタップ,売り,売り,売り,49.392161099155445,-8,0.9529411764693805,-89.68772694261379,41.176470588235304,41.50326797385622,陰の丸坊主
3912,モバイルファクトリー,買い,強い買い,売り,54.51007413467042,72,60.10588235294131,31.287605294827326,40.20926756352764,42.37568510214249,
2752,フジオフードグループ本社,売り,強い売り,中立,38.5846774052025,7,-27.25,-40.04137115838176,58.730158730158735,61.009793988517394,同時線
9119,飯野海運,買い,強い買い,売り,75.4828474272128,86,86.97352941176473,234.14780392744257,89.8236331569665,78.93614874545464,
3775,ガイアックス,売り,強い売り,中立,39.04477913869571,-7,-9.29411764705867,-105.97958191541058,11.111111111111109,13.148148148148147,
4828,ビジネスエンジニアリング,売り,売り,中立,42.03022395246553,-103,-211.04999999999995,-54.25380659789372,28.698224852071007,20.03617281532914,
3841,ジーダット,売り,強い売り,中立,44.24851089041006,-80,-86.2088235294118,-60.73827429818165,58.07200929152148,56.36856368563684,
3856,ＡＢＡＬＡＮＣＥ,買い,買い,買い,56.21393127937006,-4,55.66470588235438,37.72418058132351,64.87447499045437,44.75881928260765,陽の丸坊主
8037,カメイ,買い,強い買い,買い,63.82408649962284,105,93.26470588235316,124.27205214511042,84.59536559731748,76.65539464137024,
8005,スクロール,強い買い,強い買い,買い,61.70464068941266,51,-5.176470588235361,69.68414197329955,85.26641153959376,72.92685889977612,
7856,萩原工業,買い,強い買い,買い,62.466589222378694,52,23.067647058823468,126.64382804729037,90.47458389563651,88.51532398443153,
4719,アルファシステムズ,買い,買い,中立,49.99438333226655,25,-204.66176470587425,-29.421900577238436,34.36615732880588,19.67721966789338,陽の丸坊主
5241,日本オーエー研究所,中立,売り,中立,43.00321874906299,-46,-52.9382352941177,-87.94094078734153,15.516409266409264,15.12832748002239,
3089,テクノアルファ,買い,買い,買い,47.70325349524911,43,-49.46764705882333,19.15587832859833,63.41463414634146,61.369682504164494,
9388,パパネッツ,売り,強い売り,売り,48.82073120349534,8,8.555882352941126,-39.29496493777188,69.03054122656187,62.57788759468756,
2676,高千穂交易,強い買い,強い買い,買い,59.43353797803161,60,-0.6794117647064013,168.35016835016674,75.84269662921348,66.80622276715822,
7130,ヤマエグループホールディングス,強い買い,強い買い,買い,80.48532138171097,290,277.7264705882353,206.9428102067391,95.97169643102075,92.6218891085747,
4168,ヤプリ,買い,買い,買い,52.14739385356208,19,-11.179411764705833,48.315831755317845,51.873120043751705,42.93201891233064,陽の丸坊主
2378,ルネサンス,買い,強い買い,中立,57.85269506018422,24,-0.7617647058823422,20.977777777780105,51.51515151515152,41.915356092571294,
9027,ロジネット　ジャパン,強い買い,強い買い,中立,57.639451427871606,60,20.676470588235134,141.029455519177,66.66666666666667,61.3756613756614,陽の丸坊主
1981,協和日成,強い買い,強い買い,買い,57.790132864566814,24,-1.3058823529411256,51.87444402084297,14.985823493521872,10.55302332444059,
3733,ソフトウェア・サービス,売り,強い売り,中立,35.43254406860224,-320,-667.2058823529405,-72.48863110312331,24.78067088904528,22.661973063565075,
205A,ロゴスホールディングス,買い,強い買い,中立,52.66029869381701,46,-23.811764705882524,44.51112778194434,82.98850574712644,80.07144297525423,
1813,不動テトラ,買い,強い買い,売り,84.03330417611616,785,560,223.24384184849612,90.73421110124752,92.42648650674569,下影線
4404,ミヨシ油脂,買い,強い買い,中立,69.035375850522,83,130.02647058823504,172.40249098655792,92.0625899825718,88.05031446540882,
6405,鈴茂器工,中立,買い,売り,57.689073384878924,-22,81.69117647058624,40.07751442747851,65.33215458449104,66.94872442535991,
7128,ユニソルホールディングス,強い買い,強い買い,買い,65.05435363279955,125,29.476470588235316,107.64227642276839,81.22559552560183,65.12008123708199,
2342,トランスジェニックグループ,強い買い,強い買い,買い,58.07327835395846,21,9.997058823529471,162.95416295416263,56.756756756756765,45.94594594594596,
6882,三社電機製作所,買い,強い買い,中立,57.54557585664809,-6,7.070588235294167,3.521603684138999,39.04761904761905,29.52380952380953,
3174,ハピネス・アンド・ディ,売り,強い売り,中立,43.686047798014464,2,-9.870588235294122,-75.9116589625102,19.167384438702268,35.738612877543,
2735,ワッツ,強い買い,強い買い,買い,62.59118508259177,10,9.229411764705901,78.7279426022805,68.75,63.541666666666664,
4393,バンク・オブ・イノベーション,売り,強い売り,中立,48.418566588439305,-40,-66.76470588235316,-36.23940494723953,22.899243329350856,20.88880995691032,
7865,ピープル,売り,強い売り,中立,45.692371041941044,-5,-2.064705882352939,-108.33333333333191,28.57142857142858,25.647451963241448,カラカサ
6194,アトラエ,強い売り,強い売り,売り,39.18886484392107,-31,-7.023529411768209,-55.410018258325934,28.86178861788618,38.78805067120439,
9560,プログリット,売り,強い売り,買い,28.315091503457865,-86,-82.17941176470583,-166.39803515235516,8.953881766381768,6.387108262108263,
6076,株式会社アメイズ,売り,強い売り,中立,45.45243255992379,6,-25.805882352941126,-1.8392756083741248,46.3768115942029,33.13713026527672,トンカチ
2733,あらた,強い買い,強い買い,中立,61.97099017007553,80,27.735294117646845,114.24984306339955,91.2121212121212,83.36700336700336,
2916,仙波糖化工業,買い,強い買い,買い,58.58103953807054,0,3.2529411764705856,36.27906976739402,37.878787878787875,24.331550802139063,
3914,ＪＩＧ－ＳＡＷ,中立,売り,買い,49.429684169143826,46,-90.79411764705901,-30.795581655478514,43.35768606340255,35.324025680497314,包み線 (強気)
4260,ハイブリッドテクノロジーズ,売り,強い売り,買い,49.23883681743366,-7,3.323529411764696,-48.964218455747975,9.292412617220803,9.655520823466253,
6459,大和冷機工業,強い買い,強い買い,買い,65.68859110544732,142,26.9794117647059,273.6604036186473,59.328063241106726,59.40591208640671,
8522,名古屋銀行,強い買い,強い買い,買い,80.6170657191346,1055,673.5294117647072,248.7466958344722,97.8119658119658,95.94481931324037,陰のコマ
8095,アステナホールディングス,強い買い,強い買い,買い,56.943159837326014,9,-0.3676470588235361,114.69534050178852,70.17543859649122,62.57309941520467,
4346,ＮＥＸＹＺ．ＧＲＯＵＰ,売り,強い売り,中立,46.86251156037068,-34,-45.00000000000193,-39.93578165763744,33.66666666666667,20.17582417582418,
6158,和井田製作所,強い買い,強い買い,買い,77.9350927687693,106,71.22058823529414,238.0952380952514,61.081081081081074,50.75075075075075,上影線
9240,デリバリーコンサルティング,売り,強い売り,中立,36.073620040593944,-64,-53.658823529411734,-102.16877376914323,19.04367816091954,19.529443937066436,
5932,三協立山,強い買い,強い買い,買い,67.63411933040823,41,16.488235294117658,157.2934973637845,90.6111111111111,77.37200806248426,
7538,大水,買い,強い買い,中立,62.30279064952171,14,31.10294117647061,119.34228109930127,63.333333333333336,71.1570542843124,
3558,ジェイドグループ,強い買い,強い買い,中立,62.781818597593926,17,116.8529411764705,65.0607834308866,55.55993536590552,42.93308386840726,
5036,日本ビジネスシステムズ,中立,強い売り,買い,36.013623497671155,-294,-130.8529411764705,-155.6913510760889,9.055883445131828,9.27072237728382,
4598,Ｇ−ＤＥＬＴＡ−Ｐ,売り,強い売り,買い,28.409452452304137,-18,-122.68529411764706,-87.96036642363154,12.32947232947233,11.05001105001105,包み線 (強気)
2445,タカミヤ,強い買い,強い買い,買い,65.18838229600561,34,15.767647058823513,122.08793133648268,81.87134502923976,67.35228876789675,
4769,ＩＣ,買い,強い買い,中立,52.10920362255722,9,-4.182352941176532,54.04339250492538,63.88888888888889,56.85185185185184,"カラカサ, 下影線"
2156,セーラー広告,売り,強い売り,中立,47.999600424146664,-13,-11.676470588235304,-57.46320953048305,23.54978354978355,19.455903573550653,
3671,ソフトマックス,売り,売り,中立,46.46122159815298,-3,-18.432352941175225,-48.12701562887668,30.82864393688627,25.911214093935076,
1949,住友電設,売り,売り,売り,54.537592308669446,0,-5.47058823529369,36.36363636359227,33.333333333333336,51.851851851851855,
7119,ハルメクホールディングス,買い,強い買い,中立,60.72727900726614,6,23.5,141.28440366973382,74.04761904761904,64.48148148148148,
3359,ＣＯＴＴＡ,買い,強い買い,買い,55.056271672478125,6,-3.4352941176471177,13.123359580051297,49.9976028277915,37.382956250880774,陽の丸坊主
3185,夢展望,中立,買い,中立,48.94884022958515,1,7.2558823529411995,-39.39393939394077,22.98850574712641,27.992569371879693,
1822,大豊建設,強い買い,強い買い,買い,67.85036683495127,38,16.03235294117212,147.27854855922823,90.95182138660398,80.12850963822285,
501A,Ｐ−プレシャスパート,中立,中立,中立,,,,,,,
3840,パス,売り,強い売り,中立,35.6915969357527,-6,-1.958823529411596,-214.89872983177364,4.786324786324777,5.527065527065517,同時線
9381,エーアイテイー,強い買い,強い買い,中立,62.402753338764235,55,41.90882352941162,107.30934600588425,81.00940539167175,68.21682299826568,
7076,名南Ｍ＆Ａ,売り,強い売り,買い,42.88670710576224,-30,-22.617647058823536,-78.99659863945499,12.70681111950953,9.44009514163146,
3054,ハイパー,売り,強い売り,買い,40.9118440880024,-16,-6.017647058823798,-110.37527593818952,15.625,14.835858585858597,
177A,コージンバイオ,売り,強い売り,中立,20.14861005576742,-110,-165.14117647058833,-113.1731826032343,3.87771509823855,5.243467874203506,
7090,Ｇ−リグア,買い,買い,中立,54.4932408892366,6,28.75,57.42136927880706,61.24999999999999,63.61111111111111,
4772,ＳＭ　ＥＮＴＥＲＴＡＩＮＭＥＮＴ　ＪＡＰＡＮ,強い売り,強い売り,売り,34.66215033093383,-6,-2.42647058823529,-183.9762611276006,22.222222222222225,29.629629629629633,
9679,ホウライ,買い,買い,中立,55.20089865073081,-32,45.62647058823927,-20.807324178098956,37.99283154121864,34.64878247053172,
7367,セルム,買い,強い買い,中立,57.10119437457878,4,-0.8823529411764639,29.277657787393657,57.57575757575757,43.33814333814332,首吊り線
4845,スカラ,中立,売り,買い,49.18709328807739,1,-7.841176470588607,-27.82415136340716,35.58897243107771,23.600668337510456,陽の丸坊主
7596,魚力,売り,売り,買い,49.093158006177916,9,-16.679411764705947,-18.36454341695782,44.89795918367347,40.01233826864079,
3835,ＥＢＡＳＥ,売り,売り,中立,49.486385411508394,-10,-9.649999999999977,-62.67912772585959,28.892543859649123,25.75324093884213,
5132,ＰＬＵＳＺＥＲＯ,売り,強い売り,買い,36.0607428667946,-133,-264.7323529411783,-75.45360486536941,17.265988422676703,13.629829422895625,
2469,ヒビノ,強い買い,強い買い,買い,79.63254885323713,320,235.61764705882342,257.03965796845074,88.24818868851371,82.76865454933359,
6668,アドテック　プラズマ　テクノロジー,買い,強い買い,中立,88.27674830745985,291,376.7117647058824,143.61014644233964,94.89749895737275,94.51449524793831,
9425,ＲＥＹＵＵ　ＪＡＰＡＮ,売り,強い売り,中立,42.33837718734836,-20,-20.323529411768675,-92.85824463982631,21.91780821917808,19.02096528698384,陽のコマ
4398,ブロードバンドセキュリティ,中立,売り,中立,48.014789869919106,8,2.676470588235361,-17.936754795228527,56.5793528505393,60.067357901044346,
6989,北陸電気工業,中立,中立,売り,49.16763151683536,-118,27.476470588235316,-104.20136960947399,30.765550239234482,41.5683147262095,
6033,エクストリーム,買い,強い買い,中立,51.50603148545099,0,-34.48235294117649,-25.509110396571124,41.924398625429546,35.85337915234823,陽の丸坊主
3815,メディア工房,強い売り,強い売り,中立,43.270530948472086,-3,-1.8176470588230131,-53.505174770554554,20.51282051282051,12.820512820512818,
3175,エー・ピーホールディングス,買い,強い買い,中立,68.20398845877872,12,21.888235294114565,127.35229759301838,89.28571428571428,86.25925925925925,
7791,ドリームベッド,強い買い,強い買い,買い,65.13126628232952,21,7.5499999999999545,134.66541783745552,43.8095238095238,35.238095238095234,
4436,Ｇ−ミンカブ,買い,強い買い,買い,55.913002756800495,20,-1.9117647058823763,23.32580887885765,34.6938775510204,26.530612244897952,
8336,武蔵野銀行,買い,強い買い,中立,82.29261755034608,740,678.7941176470586,207.58161512027615,96.58440070811208,97.03024387429794,
3864,三菱製紙,強い買い,強い買い,買い,65.32828626863852,30,17.43235294117642,148.2071713147384,88.18954854669141,82.21897322829,
8368,百五銀行,買い,強い買い,中立,77.6673355192556,158,201.34705882352955,188.34114269146914,96.78869271386968,96.37945532200244,
5381,マイポックス,買い,強い買い,中立,73.58975321563486,265,238.89117647058833,140.0789927840901,72.07109474412577,73.77177568108355,
5580,プロディライト,買い,買い,中立,51.69941763608893,-36,27.679411764705947,-67.69641495042019,22.514619883040922,29.093567251461963,
9704,アゴーラ　ホスピタリティー　グループ,買い,買い,買い,55.86328022854817,1,0.7588235294117709,83.33333333333424,40.00000000000002,24.444444444444468,
3053,ペッパーフードサービス,買い,買い,買い,54.67268976391642,4,-3.964705882337398,83.33333333333199,81.48148148148148,70.37037037037037,"包み線 (強気), 陽の丸坊主"
8214,ＡＯＫＩホールディングス,中立,売り,買い,43.08671842324838,-52,-18.705882352941217,-121.90247801758748,15.992063492063494,19.621647509578548,
9438,エムティーアイ,売り,強い売り,中立,48.23459953434162,-8,-9.876470588235293,-111.52212631867732,29.555555555555554,35.62962962962963,
5909,コロナ,買い,強い買い,買い,55.619998702523084,21,7.870588235291962,116.7303513898483,73.04964539007094,69.26713947990545,
9311,アサガミ,強い買い,強い買い,買い,62.78174037081778,730,530.411764705882,98.22012825546389,61.6512298349997,62.26287545943305,"トウバ, 上影線"
1904,大成温調,買い,強い買い,中立,77.18549745421915,215,161.86764705882342,226.75656493967358,89.03167008430164,85.78744841902734,"トウバ, 上影線"
2795,日本プリメックス,中立,買い,売り,53.286983538819655,0,10.905882352941262,-26.085097284606405,21.228878648233476,29.340753964409874,首吊り線
9165,クオルテック,強い買い,強い買い,買い,67.55864994965903,70,39.99411764705883,272.30046948355056,75.3596757852077,60.834177642688296,
3641,パピレス,強い買い,強い買い,買い,71.28448422504012,29,29.767647058823513,116.93955932888757,79.46751568844591,83.18953441046462,
3744,サイオステクノロジー,買い,強い買い,中立,62.34764143120092,38,12.044117647059181,156.8957771787974,84.56790123456791,85.44706322484099,
2938,オカムラ食品工業,中立,売り,中立,50.60062403810365,-2,30.29705882353028,-25.410762988093353,36.24999999999998,37.22222222222219,包み線 (弱気)
7199,プレミアグループ,売り,強い売り,中立,42.1563312209764,-20,-97.23823529411516,-58.004197672198735,24.83752502703455,19.35319821466732,
1941,中電工,強い買い,強い買い,買い,64.5911682876933,215,86.79411764705856,161.5463136751282,83.08046424171691,67.89967364758262,流れ星
3010,ポラリス・ホールディングス,買い,買い,買い,51.87119301687238,4,-3.5352941176470836,36.047234307025086,59.25925925925926,49.09781576448244,流れ星
373A,リップス,売り,売り,買い,45.23019057715066,37,-123.51470588235293,-20.963152397074232,41.54689248296206,29.73926128615545,
3961,シルバーエッグ・テクノロジー,買い,買い,中立,56.329511920877984,0,-0.6588235294117339,-11.90476190478293,33.333333333333336,41.66666666666668,"トウバ, 上影線"
9903,カンセキ,強い買い,強い買い,買い,56.7147298485334,12,6.279411764705856,111.11111111108393,48.888888888888864,46.700336700336685,
4022,ラサ工業,強い買い,強い買い,買い,77.83962108225023,1200,854.2352941176468,280.55472413449667,96.06065038272146,93.28727865774557,
3823,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ,強い買い,強い買い,買い,77.12284063343803,18,2.232352941174689,459.5368201925577,31.851851851851865,18.487654320987662,
7487,小津産業,買い,強い買い,中立,82.09955515714192,21,28.5,134.96637848227252,88.33333333333337,93.61111111111114,
4801,セントラルスポーツ,買い,買い,中立,51.37129040911601,22,-1.1882352941174759,-6.016717106206372,53.89610389610389,49.684343434343425,
3550,スタジオアタオ,買い,強い買い,中立,75.32753548540688,14,17.735294117646248,129.21810699589133,81.05383022774328,85.2240625718887,
3198,ＳＦＰダイニング,買い,強い買い,中立,71.57308855469758,58,69.94705882352946,145.98049108644668,92.75196243341748,86.92110058577902,
3842,ネクストジェン,売り,売り,売り,46.6371016475153,-38,-5.7176470588233315,-20.356234096693,23.80500158277935,18.86823738675589,
9362,兵機海運,買い,買い,中立,47.906223708797825,-85,-114.72058823529414,-63.31157436653316,28.88888888888889,15.021645021645023,
9830,トラスコ中山,強い買い,強い買い,買い,78.03818582618077,249,124.65882352941162,236.56735421440743,98.79127415988923,96.1916964841621,
414A,オーバーラップホールディングス,中立,売り,買い,46.69869011172997,35,-81.05882352941171,-0.6142651262801063,44.85981308411215,40.676593596082576,陽の丸坊主
8559,豊和銀行,売り,強い売り,売り,39.04155557856118,-29,10.023529411764798,-290.9891598915982,36.688578910801134,61.67878075285481,陰の丸坊主
4193,ファブリカホールディングス,買い,強い買い,売り,53.350160727556464,-6,9.097058823529323,-28.64290181363298,50.402930402930394,45.05145648002789,
4479,Ｇ−マクアケ,強い買い,強い買い,買い,65.74015777311675,103,85.25882352941176,75.7070225611695,36.12285386677108,34.28491993031904,
2962,テクニスコ,強い買い,強い買い,買い,77.47496693286905,327,127.65294117647056,325.61427512684554,89.00343642611683,82.71711000806074,
9115,明海グループ,買い,強い買い,中立,63.05958770381208,33,45.12352941176471,109.82452726151749,71.63389402195372,75.01774599337632,"上影線, 流れ星"
3372,関門海,売り,強い売り,中立,48.1463924949478,-2,1.608823529410813,-10.655547834136348,9.537037037037036,8.64133006409428,
9162,ブリーチ,売り,売り,中立,48.91479061790799,-4,-0.6970588235294031,-36.75616588098404,24.60317460317459,24.444444444444457,
9832,オートバックスセブン,強い買い,強い買い,買い,60.60848301466654,24,17.188235294122478,117.33500855059756,83.10480693459418,76.09666403992647,
2819,エバラ食品工業,買い,強い買い,中立,70.82400809024772,178,137.18529411764666,190.82796718203798,85.72082903927632,89.18565594106644,
5256,ＦＵＳＩＣ,中立,中立,中立,50.82583237455252,-54,-34.86176470588225,-49.603076771360136,24.962313925004707,23.733933342033527,
8181,東天紅,売り,強い売り,買い,37.44928644743744,-33,-11.179411764705947,-216.11721611720364,11.111111111111105,16.45299145299145,
9227,マイクロ波化学,買い,強い買い,中立,58.0080088628187,172,283.17941176470595,17.264195117978645,57.13409397619924,56.383674804727434,
8541,愛媛銀行,強い買い,強い買い,中立,82.43689379220538,211,208.95000000000005,203.48271899584677,94.99781164446624,93.6571277612508,
9562,ビジネスコーチ,売り,売り,中立,45.2673331997926,-107,-71.88235294117658,-90.83191850594123,26.337448559670765,28.303612254229506,
8370,紀陽銀行,買い,強い買い,売り,84.53594638867884,560,541.705882352941,169.4832442375165,95.12652700934727,95.41701816144655,
3148,クリエイトＳＤホールディングス,強い買い,強い買い,買い,60.03864833681357,55,-11.764705882350881,119.63882618510156,81.93121693121694,67.94532627865962,
6217,津田駒工業,強い買い,強い買い,中立,59.59082420728876,48,-20.149999999999977,101.28294844879662,65.54774377355022,51.50560186897789,
8386,百十四銀行,買い,強い買い,中立,86.80181560960023,1450,1658.8529411764703,169.71492357891145,97.57296466973884,98.38675541901343,
8165,千趣会,中立,中立,買い,48.98939941348837,3,-2.632352941176464,116.77753141174556,61.11111111111111,59.25925925925926,陽の丸坊主
3924,ランドコンピュータ,強い買い,強い買い,買い,69.17254996672418,37,18.5705882352936,188.249400479619,72.17302015145681,69.39310315321096,
8946,ＡＳＩＡＮ　ＳＴＡＲ,買い,買い,買い,61.82323820441226,3,1.4970588235291444,253.68731563427025,71.90476190476191,65.07936507936506,
7562,安楽亭,買い,強い買い,中立,67.59671020198257,40,48.95588235294099,138.88888888890597,93.75000000000001,96.52777777777779,
7247,ミクニ,強い買い,強い買い,買い,74.76592697960811,41,22.961764705882388,241.32527423326752,88.33113373554549,86.46036999795167,
2612,かどや製油,強い買い,強い買い,買い,93.78090899446352,485,257.17647058823513,244.49732302200644,94.07154088050318,90.5795967659176,
7018,内海造船,買い,買い,中立,50.200788682806746,10,158.73529411764684,-51.756272401434174,35.59829059829061,31.299663866547444,
2217,モロゾフ,売り,強い売り,中立,42.158900620121685,-67,-38.538235294115566,-91.29677012645014,11.666666666666666,7.758169934640489,
6090,ヒューマン・メタボローム・テクノロジーズ,買い,強い買い,中立,59.405394954519124,5,13.935294117647118,55.354993983127784,51.9467787114846,42.20199190787428,
2209,井村屋グループ,強い買い,強い買い,中立,71.2083187079867,133,33.176470588235134,228.6339339153223,93.84761655618986,88.78431642808414,陽のコマ
1852,淺沼組,強い買い,強い買い,買い,79.25875392085067,128,69.05588235294113,287.42643124665466,92.46315974394817,90.79369048225254,
4196,ネオマーケティング,買い,強い買い,中立,85.77379556182035,100,108.75588235294117,112.16711216711259,96.47990621144983,94.96528769620363,
9743,丹青社,買い,強い買い,中立,53.59802657385295,-13,-42.55882352940489,-28.882721759686888,41.44976669582968,33.429102952128254,
7989,立川ブラインド工業,強い買い,強い買い,買い,89.21054167989193,564,71.56764705882347,584.3818653884501,94.55463397042915,85.84966141763834,陽の丸坊主
6339,新東工業,強い買い,強い買い,買い,58.91046598789953,36,53.86176470588248,73.33731184934824,66.36636636636636,75.92592592592592,
4397,チームスピリット,売り,強い売り,中立,43.849392613549526,-13,-32.48235294117649,-76.50852548811626,40,38.720207539879674,
2170,リンクアンドモチベーション,強い買い,強い買い,買い,58.62644920476418,17,-6.623529411761751,52.98588490770674,41.228070175438596,28.628389154704944,
6231,木村工機,強い買い,強い買い,中立,78.59525728532967,2260,1319.6470588235297,256.0057737911111,87.81436314363145,92.78963311039837,
6282,オイレス工業,強い買い,強い買い,買い,69.63960618109212,136,88.10588235293835,141.89685364062626,81.38997821350763,77.7713564958147,
6228,ジェイ・イー・ティ,売り,強い売り,中立,39.3312771504246,-91,-3.452941176467675,-185.3080568720373,9.587020648967547,17.259764401421936,
2003,日東富士製粉,強い買い,強い買い,買い,59.63515773498097,150,19.647058823529733,90.9552845528456,73.14814814814814,62.34567901234565,同時線
9017,新潟交通,買い,強い買い,中立,51.23536154998758,1,-10.179411764705947,-2.294590062689274,57.89473684210526,50.60818713450289,
9895,コンセック,買い,買い,買い,50.80726567827945,1,6.970588235294144,-40.70407040702882,1.9047619047619027,2.422004746095275,
2483,翻訳センター,買い,強い買い,中立,53.14781407484005,11,-7.47352941176473,43.75209380234645,62.191836015209894,48.138428162799904,
9216,ビーウィズ,強い買い,強い買い,買い,66.40079978435816,84,43.391176470588334,167.6891615541925,83.69391025641023,73.59174077924072,
3667,ＥＮＩＳＨ,中立,買い,中立,50.843686256762574,-1,-1.6823529411764682,-33.962264150943874,27.97619047619047,11.948853615520276,首吊り線
6537,ＷＡＳＨハウス,買い,強い買い,中立,59.10792897452219,13,14.855882352941137,243.6712807083113,68.25396825396825,63.492063492063494,
4570,免疫生物研究所,買い,強い買い,中立,51.07955518310305,-67,-87.7882352941117,8.291493015675304,33.333333333333336,24.89285110289676,
7870,福島印刷,買い,強い買い,中立,55.19236179401856,0,3.8999999999999773,77.19298245612987,71.42857142857143,81.34920634920634,
9355,リンコーコーポレーション,買い,買い,買い,55.671705872986024,-6,20.414705882353246,-58.59789439320917,35.35178407072069,33.571637520780264,
5965,フジマック,強い買い,強い買い,中立,58.37279334212428,4,17.15294117647045,92.05020920501381,53.58205782312928,51.194019274376465,
7049,Ｇ−識学,売り,売り,売り,44.93170756552674,-13,-14.441176470587607,-69.32478461228894,28.48366013071896,38.86510039451213,
6675,サクサ,強い買い,強い買い,買い,77.97395241768072,840,633.2352941176468,205.89189054354128,95.11193790493301,96.94989748873901,
4765,ＳＢＩグローバルアセットマネジメント,買い,買い,中立,52.2708369430787,1,4.417647058822695,-74.52165156092653,14.82683982683981,14.703989703989691,
248A,キッズスター,買い,強い買い,中立,55.09394340877433,-15,42.49117647058824,52.75428323573386,80.23255813953487,83.20413436692506,
6597,Ｇ−ＨＰＣシステムズ,買い,強い買い,中立,52.37391574994402,-5,28.705882352941217,-59.42722596166231,35.82530944769183,30.72604414564431,
4172,ＨＩクラテス,買い,強い買い,中立,57.772579374563584,22,17.973529411764957,159.07274180656475,78.01932367149759,81.04991948470206,
8617,光世証券,買い,強い買い,買い,68.17584500548976,8,51.82647058823528,101.42630744849437,60.766961651917406,59.04745378977549,
3583,オーベクス,中立,中立,中立,47.98890286580852,-41,1.823529411764639,-83.10249307479482,18.992248062015495,16.020671834625336,陰のコマ
7462,ＣＡＰＩＴＡ,中立,買い,売り,57.6121793937572,-2,12.732352941178306,-67.13505074161185,22.91666666666667,18.74999999999999,陰の丸坊主
7075,ＱＬＳホールディングス,強い買い,強い買い,買い,73.10960143503124,29,23.7294117647059,216.67297263212174,70.49382716049384,74.1815556066764,
4685,菱友システムズ,中立,売り,中立,45.603723173502544,-165,-114.77941176470586,-88.63551973439851,22.137404580152673,16.029965241636788,
2760,東京エレクトロン　デバイス,強い買い,強い買い,中立,64.99188062548755,190,191.41176470588198,184.47971781305597,90.93314093314093,87.33365400032064,
